,clusters,R^1,R^2,R^3,R^4,R^5,R^6,R^7,R^8,R^9,R^10,R^11
0,1,2.855365474339037,2.835147744945568,2.839813374805599,2.4385692068429226,0.7200622083981336,2.744945567651633,0.5241057542768278,2.9735614307931573,2.804043545878694,1.534992223950232,2.3919129082426114
1,2,1.9078947368421062,1.8500000000000005,0.9578947368421054,1.668421052631578,0.5342105263157897,2.881578947368421,0.08421052631578979,2.8026315789473686,2.1763157894736844,0.6105263157894725,1.6684210526315781
